Store,State,Date,Sales,MSA,DistributionCenter
Store-Fort Pierce FL,FL,10/4/2021,32833.70,,DC-1
Store-Fort Pierce FL,FL,10/5/2021,5957.62,,DC-1
Store-Fort Pierce FL,FL,10/6/2021,135.07,,DC-1
Store-Fort Pierce FL,FL,10/8/2021,22315.15,,DC-1
Store-Fort Pierce FL,FL,10/11/2021,4714.30,,DC-1
Store-Fort Pierce FL,FL,10/12/2021,25810.03,,DC-1
Store-Fort Pierce FL,FL,10/14/2021,11486.52,,DC-1
Store-Fort Pierce FL,FL,10/15/2021,728.38,,DC-1
Store-Fort Pierce FL,FL,10/18/2021,31565.50,,DC-1
Store-Fort Pierce FL,FL,10/19/2021,3837.20,,DC-1
Store-Fort Pierce FL,FL,10/20/2021,605.34,,DC-1
Store-Fort Pierce FL,FL,10/21/2021,17959.27,,DC-1
Store-Fort Pierce FL,FL,10/22/2021,35218.32,,DC-1
Store-Fort Pierce FL,FL,10/25/2021,3879.12,,DC-1
Store-Fort Pierce FL,FL,10/26/2021,29675.92,,DC-1
Store-Fort Pierce FL,FL,10/27/2021,1536.57,,DC-1
Store-Fort Pierce FL,FL,10/28/2021,3293.20,,DC-1
Store-Fort Pierce FL,FL,10/29/2021,20450.66,,DC-1
Store-Fort Pierce FL,FL,11/1/2021,6500.21,,DC-1
Store-Fort Pierce FL,FL,11/2/2021,23985.95,,DC-1
Store-Fort Pierce FL,FL,11/3/2021,11413.63,,DC-1
Store-Fort Pierce FL,FL,11/4/2021,8637.69,,DC-1
Store-Fort Pierce FL,FL,11/5/2021,3011.95,,DC-1
Store-Fort Pierce FL,FL,11/8/2021,30277.84,,DC-1
Store-Fort Pierce FL,FL,11/9/2021,19584.24,,DC-1
Store-Fort Pierce FL,FL,11/10/2021,35075.43,,DC-1
Store-Fort Pierce FL,FL,11/11/2021,11214.68,,DC-1
Store-Fort Pierce FL,FL,11/12/2021,3569.77,,DC-1
Store-Fort Pierce FL,FL,11/15/2021,5168.81,,DC-1
Store-Fort Pierce FL,FL,11/16/2021,39413.26,,DC-1
Store-Fort Pierce FL,FL,11/17/2021,-29.14,,DC-1
Store-Fort Pierce FL,FL,11/18/2021,2067.08,,DC-1
Store-Fort Pierce FL,FL,11/19/2021,39203.43,,DC-1
Store-Fort Pierce FL,FL,11/22/2021,6167.04,,DC-1
Store-Fort Pierce FL,FL,11/23/2021,26255.44,,DC-1
Store-Fort Pierce FL,FL,11/24/2021,2523.76,,DC-1
Store-Fort Pierce FL,FL,11/29/2021,1729.98,,DC-1
Store-Fort Pierce FL,FL,11/30/2021,30363.50,,DC-1
Store-Fort Pierce FL,FL,12/1/2021,2211.08,,DC-1
Store-Fort Pierce FL,FL,12/2/2021,6098.31,,DC-1
Store-Fort Pierce FL,FL,12/3/2021,36595.17,,DC-1
Store-Fort Pierce FL,FL,12/6/2021,2110.94,,DC-1
Store-Fort Pierce FL,FL,12/7/2021,29614.08,,DC-1
Store-Fort Pierce FL,FL,12/8/2021,25874.18,,DC-1
Store-Fort Pierce FL,FL,12/9/2021,6114.17,,DC-1
Store-Fort Pierce FL,FL,12/10/2021,18278.59,,DC-1
Store-Fort Pierce FL,FL,12/13/2021,2089.99,,DC-1
Store-Fort Pierce FL,FL,12/14/2021,24513.08,,DC-1
Store-Fort Pierce FL,FL,12/15/2021,2374.06,,DC-1
Store-Fort Pierce FL,FL,12/16/2021,41441.75,,DC-1
Store-Fort Pierce FL,FL,12/17/2021,3107.26,,DC-1
Store-Fort Pierce FL,FL,12/20/2021,27486.29,,DC-1
Store-Fort Pierce FL,FL,12/21/2021,28606.46,,DC-1
Store-Fort Pierce FL,FL,12/22/2021,2369.23,,DC-1
Store-Fort Pierce FL,FL,12/27/2021,2853.85,,DC-1
Store-Fort Pierce FL,FL,12/28/2021,43439.04,,DC-1
Store-Fort Pierce FL,FL,12/29/2021,23.71,,DC-1
Store-Fort Pierce FL,FL,12/30/2021,666.94,,DC-1
Store-Theodore AL,AL,1/2/2020,5234.53,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/3/2020,1119.47,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/6/2020,995.50,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/7/2020,3701.25,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/8/2020,2380.05,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/9/2020,1842.08,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/10/2020,512.58,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/13/2020,3966.55,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/14/2020,2396.09,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/15/2020,1099.05,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/16/2020,2246.57,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/17/2020,795.71,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/20/2020,3246.17,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/21/2020,6814.17,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/22/2020,2244.36,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/23/2020,746.20,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/24/2020,1484.49,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/27/2020,2053.14,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/28/2020,1405.36,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/29/2020,2928.48,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/31/2020,1594.30,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,2/3/2020,3506.18,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,2/4/2020,1501.61,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,2/5/2020,1613.82,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,2/6/2020,1736.44,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,2/7/2020,768.96,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,2/10/2020,2684.98,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,2/11/2020,972.42,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,2/12/2020,3554.85,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,2/13/2020,2247.58,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,2/14/2020,1061.37,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,2/17/2020,3501.70,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,2/18/2020,7519.48,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,2/19/2020,4373.68,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,2/20/2020,1377.12,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,2/21/2020,4817.05,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,2/24/2020,989.55,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,2/25/2020,9915.53,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,2/26/2020,5779.84,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,2/27/2020,9433.00,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,2/28/2020,703.26,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,3/2/2020,4375.77,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,3/3/2020,1499.14,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,3/4/2020,3659.25,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,3/5/2020,1239.13,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,3/6/2020,5172.44,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,3/9/2020,2422.20,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,3/10/2020,2130.69,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,3/11/2020,3284.79,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,3/12/2020,532.23,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,3/13/2020,2802.89,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,3/16/2020,1542.61,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,3/17/2020,3459.85,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,3/18/2020,3471.38,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,3/19/2020,1074.29,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,3/20/2020,1101.37,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,3/23/2020,2903.37,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,3/24/2020,2892.17,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,3/25/2020,6205.78,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,3/26/2020,2824.46,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,3/27/2020,199.23,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,3/30/2020,2395.38,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,3/31/2020,1218.32,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,4/1/2020,3244.23,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,4/2/2020,1006.13,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,4/3/2020,512.59,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,4/6/2020,1374.70,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,4/7/2020,3221.65,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,4/8/2020,1147.40,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,4/9/2020,687.52,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,4/10/2020,1866.31,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,4/13/2020,1265.64,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,4/14/2020,752.08,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,4/15/2020,2529.04,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,4/16/2020,589.94,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,4/17/2020,644.27,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,4/20/2020,2161.44,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,4/21/2020,1293.84,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,4/22/2020,1275.90,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,4/23/2020,1385.74,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,4/24/2020,5193.33,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,4/27/2020,864.84,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,4/28/2020,1687.83,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,4/29/2020,1153.66,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,4/30/2020,2915.13,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,5/1/2020,109.94,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,5/4/2020,3040.15,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,5/5/2020,743.52,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,5/6/2020,2543.69,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,5/7/2020,1274.88,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,5/11/2020,2174.59,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,5/12/2020,2198.62,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,5/13/2020,1628.88,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,5/14/2020,1241.26,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,5/15/2020,3305.16,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,5/18/2020,1051.69,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,5/19/2020,2292.86,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,5/20/2020,1461.10,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,5/21/2020,2230.83,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,5/22/2020,1103.22,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,5/26/2020,1981.61,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,5/27/2020,2327.97,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,5/28/2020,731.58,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,5/29/2020,2518.21,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/1/2020,3085.94,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/2/2020,1779.29,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/3/2020,2943.88,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/4/2020,759.32,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/5/2020,619.15,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/8/2020,4151.22,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/9/2020,268.35,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/10/2020,2465.41,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/11/2020,2040.08,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/12/2020,1953.33,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/15/2020,2406.16,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/16/2020,3339.74,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/17/2020,2124.57,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/18/2020,1540.52,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/19/2020,1792.11,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/22/2020,3033.77,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/23/2020,1498.74,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/24/2020,2199.94,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/25/2020,813.85,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/26/2020,1517.67,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/29/2020,4379.20,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/30/2020,753.47,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/1/2020,1708.62,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/2/2020,1054.74,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/6/2020,4771.30,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/7/2020,368.37,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/8/2020,3098.92,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/9/2020,2721.64,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/10/2020,1766.66,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/13/2020,1987.64,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/14/2020,3416.12,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/15/2020,4656.50,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/16/2020,2354.94,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/17/2020,2389.20,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/20/2020,2360.74,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/21/2020,3391.60,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/22/2020,2681.63,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/23/2020,1060.58,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/24/2020,1847.45,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/27/2020,3930.82,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/28/2020,1513.56,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/29/2020,3461.47,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/30/2020,3203.85,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/31/2020,1787.36,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/3/2020,2180.74,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/4/2020,1207.32,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/5/2020,2338.64,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/6/2020,3832.32,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/7/2020,323.31,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/10/2020,1903.90,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/11/2020,2639.89,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/12/2020,1212.10,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/13/2020,3225.86,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/14/2020,1808.46,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/17/2020,3319.53,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/18/2020,2695.49,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/19/2020,3704.65,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/20/2020,1492.94,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/21/2020,1179.38,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/24/2020,2419.01,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/25/2020,1197.35,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/26/2020,1273.99,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/27/2020,3128.44,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/28/2020,2027.77,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/31/2020,2195.24,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/1/2020,2189.05,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/2/2020,2325.43,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/3/2020,2378.14,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/4/2020,1639.68,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/8/2020,2469.18,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/9/2020,6496.29,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/10/2020,1932.11,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/11/2020,827.49,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/14/2020,1642.25,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/15/2020,174.90,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/17/2020,726.57,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/18/2020,1772.59,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/21/2020,2083.99,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/22/2020,1668.18,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/23/2020,1635.63,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/24/2020,1213.00,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/25/2020,926.55,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/28/2020,2963.62,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/29/2020,2328.97,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/30/2020,2955.65,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/1/2020,4320.06,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/2/2020,2238.30,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/5/2020,2718.43,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/6/2020,935.92,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/7/2020,2118.49,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/8/2020,2503.19,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/9/2020,6926.36,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/12/2020,6552.80,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/13/2020,1460.96,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/14/2020,3276.47,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/15/2020,1417.49,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/16/2020,1912.24,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/19/2020,1535.09,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/20/2020,1812.02,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/21/2020,4097.99,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/22/2020,1217.21,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/23/2020,1538.19,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/26/2020,2342.29,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/27/2020,1768.62,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/28/2020,1782.58,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/30/2020,2314.46,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/2/2020,5673.07,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/3/2020,2778.11,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/4/2020,1572.24,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/5/2020,2497.67,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/6/2020,1070.64,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/9/2020,4939.45,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/10/2020,3052.44,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/11/2020,1284.88,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/12/2020,1724.14,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/13/2020,1337.89,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/16/2020,2619.51,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/17/2020,1783.34,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/18/2020,3690.64,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/19/2020,2827.01,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/20/2020,1600.72,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/23/2020,2994.29,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/24/2020,2860.30,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/25/2020,2362.69,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/30/2020,1106.08,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/1/2020,3788.02,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/2/2020,4072.67,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/3/2020,2076.72,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/4/2020,2952.91,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/7/2020,2155.58,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/8/2020,3896.74,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/9/2020,3963.73,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/10/2020,1636.63,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/11/2020,1024.20,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/14/2020,3484.08,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/15/2020,2316.96,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/16/2020,5526.13,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/17/2020,3166.33,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/18/2020,1300.96,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/21/2020,3897.48,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/22/2020,2812.25,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/23/2020,2154.43,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/28/2020,2141.05,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/29/2020,3570.41,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/30/2020,1341.31,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/31/2020,593.91,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/4/2021,1699.80,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/5/2021,5749.24,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/6/2021,5281.43,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/7/2021,3205.58,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/8/2021,2344.84,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/11/2021,1746.98,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/12/2021,4829.62,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/13/2021,1774.96,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/14/2021,4801.82,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/15/2021,837.61,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/18/2021,1711.55,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/19/2021,5614.53,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/20/2021,2105.12,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/21/2021,3252.58,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/22/2021,3028.81,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/25/2021,1371.33,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/26/2021,2872.28,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/27/2021,801.67,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/28/2021,1480.91,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,1/29/2021,1226.19,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,2/1/2021,6291.59,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,2/2/2021,2408.92,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,2/3/2021,2450.62,"Mobile, AL Metro Area",DC-1
